categoria_principal,categoria_secundaria,subcategoria,descripcion,formato,tamanio,precio,moneda,unidad_venta
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Almendras Hacendado chocolate negro,Paquete,150 g,"2,05",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Monedas de chocolate con leche,Malla,70 g,"1,10",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevos de chocolate Hacendado dibujo,3 ud. x 20 g, ,"1,60",€,/pack
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevos de chocolate Hacendado dibujo,3 ud. x 20 g, ,"1,60",€,/pack
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevo de chocolate Hacendado,50 g, ,"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevo crema al cacao,25 g, ,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,"Bolas de cereal Hacendado bañadas de chocolate negro, con leche y blanco",Paquete,200 g,"2,00",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Hacendado rellenas de avellanas y chocolate con leche,Paquete,6 ud. (135 g),"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Barritas de barquillo Kinder Bueno white bañadas de chocolate blanco,3 paquetes x 39 g, ,"2,49",€,/pack
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Nueces Hacendado chocolate con leche,Paquete,150 g,"2,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Piruleta de chocolate con leche Pascua Hacendado,50 g, ,"1,45",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Surtido de chocolate con leche Pascua Hacendado,Paquete,250 g,"2,40",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevos de chocolate con disquitos de colores Pascua Hacendado,Paquete,150 g,"2,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Figuras de chocolate Pascua Hacendado,Caja,120 g,"2,50",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Conejo de chocolate con leche Pascua Hacendado,150 g, ,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Huevo de chocolate con leche Pokemon Pascua Hacendado con sorpresa,120 g, ,"2,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,"Chocolate con leche Crunchy Clouds Frey con frutos rojos, copos de maíz y cereales de arroz",Paquete,150 g,"2,30",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Chocolate negro Crunchy Clouds Frey con caramelo salado,Paquete,150 g,"2,30",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Chocolatinas,Chocolate con leche Crunchy Clouds Frey con avellanas,Paquete,150 g,"2,30",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,"Surtido bombones Senzza de chocolate con avellana, fondant, praliné y almendra",Paquete,470 g,"4,20",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Bombones Ferrero Rocher,Caja,16 ud. (200 g),"5,29",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Bombones cereza al licor Hacendado con chocolate negro,Paquete,145 g,"1,70",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Surtido bombones Caja Roja Nestlé,Caja,22 ud. (200 g),"5,99",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Bombones de chocolate con leche Lindor Lindt,Caja,200 g,"5,99",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Surtido bombones Senzza de chocolate negro 70%,Paquete,16 ud. (180 g),"2,20",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Surtido bombones de chocolate Belga Mondose,Caja,25 ud. (300 g),"5,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Bombones delicias de avellana Delizze Hacendado,Caja,16 ud. (216 g),"3,25",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Bombones,Surtido bombones La Boutique del Praliné,Caja,20 ud. (205 g),"2,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema al cacao con avellanas Hacendado,Bote,500 g,"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema de avellanas y cacao Hacendado,Bote,400 g,"2,45",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema al cacao con avellanas Nutella,Tarro,350 g,"3,19",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema al cacao con avellanas Nocilla original,Tarro,360 g,"3,49",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Dulce de leche Chimbote,Tarro,430 g,"2,75",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema al cacao con avellanas Hacendado de 2 sabores,Bote,500 g,"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema al cacao y leche con avellanas Nocilla,Tarro,360 g,"3,49",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema de cacahuete 100% Crunchy Hacendado,Tarro,500 g,"3,05",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema de cacahuete 100% Hacendado,Tarro,500 g,"3,05",€,/ud.
"Azúcar, caramelos y chocolate",Chocolate,Cremas de untar,Crema de leche y avellanas Hacendado,Tarro,400 g,"2,90",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Surtido de golosinas Xuxes Top Ten Hacendado,Paquete,20 ud. (135 g),"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Rega Red Hacendado,Paquete,200 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Moras Hacendado,Paquete,200 g,"1,10",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Muaks Mix Hacendado,Paquete,300 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Fruit Mix Hacendado,Paquete,250 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Nubi Mallow Hacendado,Paquete,150 g,"0,95",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Caramelo Pikotas masticable Dulciora,Paquete,100 g,"1,45",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas tubos de fresa Hacendado rellenos,Caja,320 g,"1,70",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Colas Hacendado,Paquete,250 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Boca Fruit Hacendado,Paquete,200 g,"1,25",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Grageas de regaliz Hacendado,Paquete,150 g,"1,45",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Kubito sorpresa fantasía Hacendado,Caja,1 ud.,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Pulpis Mix Hacendado,Paquete,250 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Surtido de caramelos Diver Xuxes Hacendado,Paquete,300 g,"2,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Rega Relli Hacendado rellena con zumo de fruta,Paquete,150 g,"1,00",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Tarta de golosinas Xuxes Party Hacendado,Bandeja,61 ud. (430 g),"5,00",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Bananas Hacendado,Paquete,200 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Dentaduras Hacendado,Paquete,100 g,"1,15",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Mix Hacendado,Paquete,300 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Rega Black Mix Hacendado,Paquete,300 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Fresi Pink Mix Hacendado,Paquete,300 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Ladrillazos King Regal,Paquete,200 g,"1,10",€,/ud.
"Azúcar, caramelos y chocolate",Golosinas,Golosinas,Golosinas Cintas de fresa Hacendado,Caja,300 g,"1,90",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de fresa Hacendado,Tarro,400 g,"1,55",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de fresa monodosis Hacendado,10 ud. x 25 g, ,"1,40",€,/pack
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de tomate Hacendado,Tarro,440 g,"1,70",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de arándanos Hacendado,Tarro,355 g,"2,10",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de melocotón Hacendado,Tarro,440 g,"1,50",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de melocotón monodosis Hacendado,10 ud. x 25 g, ,"1,40",€,/pack
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de fresa Hero,Tarro,350 g,"3,00",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de melocotón Hero,Tarro,350 g,"3,00",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de naranja amarga Hacendado,Tarro,440 g,"1,35",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de albaricoque Hacendado,Tarro,440 g,"1,70",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de higo Hacendado,Tarro,340 g,"1,95",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de ciruela y kiwi Hacendado,Tarro,340 g,"1,70",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Mermelada,Mermelada de frambuesa Hacendado,Tarro,340 g,"2,65",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de flores Hacendado,Tarro,1 kg,"4,85",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de flores Hacendado,Bote,500 g,"3,40",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de flores monodosis Hacendado,12 ud. x 20 g, ,"2,90",€,/pack
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de romero Hacendado,Bote,500 g,"4,40",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de naranjo Hacendado,Bote,500 g,"3,85",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de caña de azúcar Nuestra Señora del Carmen,Tarro,300 g,"2,40",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Miel,Miel de eucalipto Hacendado,Bote,500 g,"4,20",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura y otros,Cebolla caramelizada Hacendado,Tarro,300 g,"1,65",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura y otros,Confitura de fresa Hacendado 0% azúcares añadidos,Tarro,380 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura y otros,Confitura de melocotón Hacendado 0% azúcares añadidos,Tarro,380 g,"1,60",€,/ud.
"Azúcar, caramelos y chocolate",Mermelada y miel,Confitura y otros,Confitura de ciruela Hacendado 0% azúcares añadidos,Tarro,380 g,"1,70",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla crema de bechamel con lenguado Hero baby +8 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con merluza Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo y ternera Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla arroz con pollo Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con pollo Hero baby buenas noches +6 meses,2 tarritos x 190 g, ,"3,50",€,/pack
Bebé,Alimentación infantil,Tarritos salados,Papilla verduritas con delicias de pavo Hero baby natur +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias baby con ternera Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla zanahorias con arroz en caldito de pollo Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla lentejas con verduritas Hero baby recetas caseras +8 meses,2 tarritos x 190 g, ,"3,50",€,/pack
Bebé,Alimentación infantil,Tarritos salados,Papilla menestra de cordero a la crema Hero baby recetas caseras +6 meses,2 tarritos x 190 g, ,"3,50",€,/pack
Bebé,Alimentación infantil,Tarritos salados,Papilla guisantes tiernos con jamón Hero baby +6 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos salados,Papilla hervido de verduritas de la huerta Hero baby +4 meses,Tarrito,235 g,"2,00",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,Papilla fresa y plátano +8 meses Hacendado,1 ud. (120 g), ,"0,90",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +6 meses Hacendado,1 ud. (120 g), ,"0,90",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,Papilla plátano y manzana +6 meses Hacendado,1 ud. (120 g), ,"0,90",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,Papilla fruta variada +4 meses Hacendado,4 tarritos x 130 g, ,"2,65",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, naranja y galleta +6 meses Hacendado",4 tarritos x 130 g, ,"2,80",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con avena +8 meses Hacendado,4 tarritos x 130 g, ,"2,80",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, mandarina y pera +4 meses Hacendado",4 tarritos x 130 g, ,"2,65",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,Papilla cuatro frutas con yogur +8 meses Hacendado,4 tarritos x 130 g, ,"2,80",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,Papilla pera y manzana +4 meses Hacendado,4 tarritos x 130 g, ,"2,65",€,/pack
Bebé,Alimentación infantil,Tarritos de fruta,Papilla manzana y mango +6 meses Hacendado,1 ud. (120 g), ,"0,90",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,"Papilla plátano, fresa, arándanos y avena +8 meses Hacendado",1 ud. (120 g), ,"0,90",€,/ud.
Bebé,Alimentación infantil,Tarritos de fruta,Papilla frutas con queso fresco + 8 meses Hacendado,2 tarritos x 130 g, ,"3,20",€,/pack
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de fresa y plátano Hacendado +8 meses,1 ud. (100 g), ,"0,80",€,/ud.
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de pera Hacendado +8 meses,1 ud. (100 g), ,"0,80",€,/ud.
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de fresa Yogolino +8 meses,4 ud. x 100 g, ,"2,50",€,/pack
Bebé,Alimentación infantil,Yogures y postres,Yogur líquido infantil con cereales y miel Go-Lácteo +8 meses,Caja,4 ud. (360 g),"2,75",€,/ud.
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de plátano Yogolino +6 meses,4 ud. x 100 g, ,"2,50",€,/pack
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de natillas Yogolino +6 meses,4 ud. x 100 g, ,"2,75",€,/pack
Bebé,Alimentación infantil,Yogures y postres,Postre lácteo infantil de galleta Hacendado +8 meses,1 ud. (100 g), ,"0,80",€,/ud.
Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento Peques 3 Puleva,6 bricks x 1 L, ,"11,10",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento Peques 3 Puleva,Brick,1 L,"1,85",€,/ud.
Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Peques 3 Puleva,6 bricks x 1 L, ,"11,10",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Peques 3 Puleva,Brick,1 L,"1,85",€,/ud.
Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,6 bricks x 1 L, ,"7,20",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,Brick,1 L,"1,20",€,/ud.
Bebé,Alimentación infantil,Leche,Preparado lácteo crecimiento +1 año Hacendado,6 mini bricks x 200 ml, ,"1,90",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo cereales al cacao Peques 3 Puleva,3 mini bricks x 200 ml, ,"1,95",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo con cacao y cereales crecimiento Hacendado +1 año,6 mini bricks x 200 ml, ,"2,15",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Hacendado +1 año,6 bricks x 1 L, ,"8,70",€,/pack
Bebé,Alimentación infantil,Leche,Preparado lácteo con cereales crecimiento Hacendado +1 año,Brick,1 L,"1,45",€,/ud.
Bebé,Alimentación infantil,Leche en polvo,Leche para lactantes en polvo 1 Nativa Nestlé,Bote,800 g,"9,95",€,/ud.
Bebé,Alimentación infantil,Leche en polvo,Leche de continuación en polvo 2 Nativa Nestlé,Bote,800 g,"9,95",€,/ud.
Bebé,Alimentación infantil,Leche en polvo,Leche para lactantes en polvo 1 Nidina Nestlé,Bote,800 g,"14,95",€,/ud.
Bebé,Alimentación infantil,Leche en polvo,Leche de continuación en polvo 2 Nidina Nestlé,Bote,800 g,"16,65",€,/ud.
Bebé,Alimentación infantil,Leche en polvo,Leche crecimiento en polvo 3 Nidina Nestlé,Bote,800 g,"16,65",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales Nestlé +6 meses,Caja,725 g,"5,45",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales con galleta María Nestlé +6 meses,Caja,725 g,"5,45",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales con miel Nestlé +6 meses,Caja,725 g,"5,45",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales con miel Hero baby +6 meses,Caja,410 g,"5,00",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales Hero baby +6 meses,Caja,410 g,"5,00",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla sin gluten crema de arroz Hero baby +4 meses,Caja,220 g,"3,50",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla maíz y arroz sin gluten Nestlé +4 meses,Caja,240 g,"2,50",€,/ud.
Bebé,Alimentación infantil,Papillas,Papilla 8 cereales con galleta Hero baby +6 meses,Caja,340 g,"4,50",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Biberón 150 ml tetina silicona flujo lento +0 meses Deliplus,1 ud., ,"3,00",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Biberón 360 ml tetina silicona tres posiciones +1 mes Deliplus,1 ud., ,"3,50",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Tetina silicona tres posiciones +1 mes Deliplus,Paquete,2 ud.,"2,50",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Tetina silicona papillas espesas +4 meses Deliplus,Paquete,2 ud.,"2,50",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Cepillo limpiabiberón y tetina Deliplus,Paquete,1 ud.,"2,50",€,/ud.
Bebé,"Biberón, chupete y menaje",Biberón,Limpiador bebé para biberones y tetinas Deliplus,Bote,500 ml,"2,90",€,/ud.
Bebé,"Biberón, chupete y menaje",Chupete,Chupete silicona reversible +0 a 6 meses Deliplus,Paquete,1 ud.,"1,95",€,/ud.
Bebé,"Biberón, chupete y menaje",Chupete,Chupete silicona reversible +6 a 18 meses Deliplus luminiscente,Paquete,1 ud.,"1,95",€,/ud.
Bebé,"Biberón, chupete y menaje",Chupete,Chupete silicona reversible +18 meses Deliplus,Paquete,1 ud.,"1,95",€,/ud.
Bebé,"Biberón, chupete y menaje",Chupete,Broche pinza chupete Deliplus,Paquete,1 ud.,"2,60",€,/ud.
Bebé,"Biberón, chupete y menaje",Menaje,Babero desechable Deliplus,Paquete,10 ud.,"1,80",€,/ud.
Bebé,"Biberón, chupete y menaje",Menaje,Cuchara bebé de silicona +4 meses Deliplus,Paquete,1 ud.,"2,20",€,/ud.
Bebé,"Biberón, chupete y menaje",Menaje,Recipiente de alimentos bebé Deliplus,1 ud., ,"3,55",€,/ud.
Bebé,"Biberón, chupete y menaje",Menaje,Vaso para bebé +6 meses Deliplus boquilla blanda,1 ud., ,"4,00",€,/ud.
Bebé,"Biberón, chupete y menaje",Menaje,Bol bebé con tapa Deliplus,1 ud., ,"4,00",€,/ud.
Bebé,Higiene y cuidado,Champú y jabón,Jabón líquido bebé ultra suave Nenuco,Botella,650 ml,"2,95",€,/ud.
Bebé,Higiene y cuidado,Champú y jabón,Gel corporal infantil Deliplus,Bote,600 ml,"1,80",€,/ud.
Bebé,Higiene y cuidado,Champú y jabón,Champú infantil Deliplus,Bote,600 ml,"2,15",€,/ud.
Bebé,Higiene y cuidado,Champú y jabón,Gel - champú bebé para pieles atópicas Deliplus,Bote,600 ml,"3,70",€,/ud.
Bebé,Higiene y cuidado,Aceite y crema,Pomada del pañal sin perfume Deliplus,Tubo,100 ml,"2,75",€,/ud.
Bebé,Higiene y cuidado,Aceite y crema,Aceite corporal bebé con aloe vera Johnson's,Botella,500 ml,"3,70",€,/ud.
